Torneo de Afghanistan, carrera 100 m, Jonielle SMITH, 9799
Torneo de Bhutan, lanzamiento de jabalina, Keshorn WALCOTT, 9936
Torneo de Bolivia, lanzamiento de jabalina, Andreas HOFMANN, 9958
Torneo de Bolivia, lanzamiento de jabalina, Chao-Tsun CHENG, 9958
Torneo de Bolivia, lanzamiento de jabalina, Shivpal SINGH, 9950
Torneo de Bosnia and Herzegovina, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9943
Torneo de Bosnia and Herzegovina, lanzamiento de jabalina, Dmitriy TARABIN, 9934
Torneo de Bosnia and Herzegovina, lanzamiento de jabalina, Magnus KIRT, 9879
Torneo de Botswana, lanzamiento de jabalina, Johannes VETTER, 9924
Torneo de Botswana, lanzamiento de jabalina, Kara WINGER, 9892
Torneo de Botswana, lanzamiento de jabalina, Ariana INCE, 9891
Torneo de Brazil, lanzamiento de jabalina, Jakub VADLEJCH, 9908
Torneo de Brazil, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9872
Torneo de Brazil, lanzamiento de jabalina, Antti RUUSKANEN, 9858
Torneo de Brunei, lanzamiento de jabalina, Thomas RÖHLER, 9928
Torneo de Brunei, lanzamiento de jabalina, Jakub VADLEJCH, 9909
Torneo de Brunei, lanzamiento de jabalina, Dmitriy TARABIN, 9900
Torneo de Bulgaria, lanzamiento de jabalina, Haruka KITAGUCHI, 9966
Torneo de Bulgaria, lanzamiento de jabalina, Julius YEGO, 9934
Torneo de Bulgaria, lanzamiento de jabalina, Elizabeth GLEADLE, 9932
Torneo de Burkina Faso, lanzamiento de jabalina, Anderson PETERS, 9907
Torneo de Burkina Faso, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9882
Torneo de Burkina Faso, lanzamiento de jabalina, Andreas HOFMANN, 9874
Torneo de Burundi, lanzamiento de jabalina, Bernhard SEIFERT, 9938
Torneo de Burundi, lanzamiento de jabalina, Annika Marie FUCHS, 9923
Torneo de Burundi, lanzamiento de jabalina, Johannes VETTER, 9907
Torneo de Cabo Verde, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9964
Torneo de Cabo Verde, lanzamiento de jabalina, Julian WEBER, 9944
Torneo de Cabo Verde, lanzamiento de jabalina, Johannes VETTER, 9926
Torneo de Cambodia, lanzamiento de jabalina, Ariana INCE, 9911
Torneo de Cambodia, lanzamiento de jabalina, Magnus KIRT, 9892
Torneo de Cambodia, lanzamiento de jabalina, Elizabeth GLEADLE, 9888
Torneo de Cameroon, lanzamiento de jabalina, Arshad NADEEM, 9948
Torneo de Cameroon, lanzamiento de jabalina, Ariana INCE, 9947
Torneo de Cameroon, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9943
Torneo de Canada, lanzamiento de jabalina, Ariana INCE, 9947
Torneo de Canada, lanzamiento de jabalina, Kara WINGER, 9924
Torneo de Canada, lanzamiento de jabalina, Chao-Tsun CHENG, 9909
Torneo de Central African Republic, lanzamiento de jabalina, Johannes VETTER, 9964
Torneo de Central African Republic, lanzamiento de jabalina, Thomas RÖHLER, 9962
Torneo de Central African Republic, lanzamiento de jabalina, Elizabeth GLEADLE, 9906
Torneo de Chad, lanzamiento de jabalina, Thomas RÖHLER, 9967
Torneo de Chad, lanzamiento de jabalina, Julian WEBER, 9942
Torneo de Chad, lanzamiento de jabalina, Magnus KIRT, 9936
Torneo de Chile, lanzamiento de jabalina, Antti RUUSKANEN, 9953
Torneo de Chile, lanzamiento de jabalina, Huihui LYU, 9928
Torneo de Chile, lanzamiento de jabalina, Dmitriy TARABIN, 9833
Torneo de China, lanzamiento de jabalina, Keshorn WALCOTT, 9916
Torneo de China, lanzamiento de jabalina, Julius YEGO, 9866
Torneo de China, lanzamiento de jabalina, Lina MUZE, 9850
Torneo de Colombia, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9916
Torneo de Colombia, lanzamiento de jabalina, Alexie ALAÏS, 9882
Torneo de Colombia, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9847
Torneo de Comoros, lanzamiento de jabalina, Oliver HELANDER, 9956
Torneo de Comoros, lanzamiento de jabalina, Martina RATEJ, 9949
Torneo de Comoros, lanzamiento de jabalina, Shiying LIU, 9898
Torneo de Congo Democratic Republic of the, lanzamiento de jabalina, Eda TUĞSUZ, 9923
Torneo de Congo Democratic Republic of the, lanzamiento de jabalina, Haruka KITAGUCHI, 9911
Torneo de Congo Democratic Republic of the, lanzamiento de jabalina, Keshorn WALCOTT, 9892
Torneo de Congo Republic of the, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9934
Torneo de Congo Republic of the, lanzamiento de jabalina, Eda TUĞSUZ, 9930
Torneo de Congo Republic of the, lanzamiento de jabalina, Antti RUUSKANEN, 9925
Torneo de Costa Rica, lanzamiento de jabalina, Haruka KITAGUCHI, 9953
Torneo de Costa Rica, lanzamiento de jabalina, Maria ANDREJCZYK, 9942
Torneo de Costa Rica, lanzamiento de jabalina, Shivpal SINGH, 9918
Torneo de Croatia, lanzamiento de jabalina, Alexie ALAÏS, 9961
Torneo de Croatia, lanzamiento de jabalina, Sara KOLAK, 9873
Torneo de Croatia, lanzamiento de jabalina, Shiying LIU, 9837
Torneo de Cuba, lanzamiento de jabalina, Alexie ALAÏS, 9898
Torneo de Cuba, lanzamiento de jabalina, Shivpal SINGH, 9839
Torneo de Cuba, lanzamiento de jabalina, Jakub VADLEJCH, 9816
Torneo de Cyprus, lanzamiento de jabalina, Eda TUĞSUZ, 9956
Torneo de Cyprus, lanzamiento de jabalina, Antti RUUSKANEN, 9924
Torneo de Cyprus, lanzamiento de jabalina, Maria ANDREJCZYK, 9913
Torneo de Czechia, lanzamiento de jabalina, Elizabeth GLEADLE, 9964
Torneo de Czechia, lanzamiento de jabalina, Julius YEGO, 9957
Torneo de Czechia, lanzamiento de jabalina, Bernhard SEIFERT, 9939
Torneo de Denmark, lanzamiento de jabalina, Shiying LIU, 9942
Torneo de Denmark, lanzamiento de jabalina, Kim AMB, 9931
Torneo de Denmark, lanzamiento de jabalina, Andreas HOFMANN, 9930
Torneo de Djibouti, lanzamiento de jabalina, Kim AMB, 9931
Torneo de Djibouti, lanzamiento de jabalina, Antti RUUSKANEN, 9923
Torneo de Djibouti, lanzamiento de jabalina, Eda TUĞSUZ, 9878
Torneo de Dominica, lanzamiento de jabalina, Antti RUUSKANEN, 9924
Torneo de Dominica, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9918
Torneo de Dominica, lanzamiento de jabalina, Oliver HELANDER, 9916
Torneo de Dominican Republic, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9931
Torneo de Dominican Republic, lanzamiento de jabalina, Martina RATEJ, 9919
Torneo de Dominican Republic, lanzamiento de jabalina, Julian WEBER, 9906
Torneo de Ecuador, lanzamiento de jabalina, Elizabeth GLEADLE, 9966
Torneo de Ecuador, lanzamiento de jabalina, Eda TUĞSUZ, 9936
Torneo de Ecuador, lanzamiento de jabalina, Martina RATEJ, 9934
Torneo de Egypt, lanzamiento de jabalina, Elizabeth GLEADLE, 9961
Torneo de Egypt, lanzamiento de jabalina, Julian WEBER, 9930
Torneo de Egypt, lanzamiento de jabalina, Lina MUZE, 9925
Torneo de El Salvador, lanzamiento de jabalina, Martina RATEJ, 9939
Torneo de El Salvador, lanzamiento de jabalina, Johannes VETTER, 9937
Torneo de El Salvador, lanzamiento de jabalina, Haruka KITAGUCHI, 9926
Torneo de Equatorial Guinea, lanzamiento de jabalina, Thomas RÖHLER, 9960
Torneo de Equatorial Guinea, lanzamiento de jabalina, Yekaterina STARYGINA, 9944
Torneo de Equatorial Guinea, lanzamiento de jabalina, Shiying LIU, 9883
Torneo de Eritrea, lanzamiento de jabalina, Christin HUSSONG, 9966
Torneo de Eritrea, lanzamiento de jabalina, Keshorn WALCOTT, 9949
Torneo de Eritrea, lanzamiento de jabalina, Yekaterina STARYGINA, 9925
Torneo de Estonia, lanzamiento de jabalina, Thomas RÖHLER, 9935
Torneo de Estonia, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9925
Torneo de Estonia, lanzamiento de jabalina, Julian WEBER, 9920
Torneo de Ethiopia, lanzamiento de jabalina, Andreas HOFMANN, 9952
Torneo de Ethiopia, lanzamiento de jabalina, Lina MUZE, 9946
Torneo de Ethiopia, lanzamiento de jabalina, Kelsey-Lee BARBER, 9925
Torneo de Fiji, lanzamiento de jabalina, Johannes VETTER, 9967
Torneo de Fiji, lanzamiento de jabalina, Alexie ALAÏS, 9937
Torneo de Fiji, lanzamiento de jabalina, Martina RATEJ, 9904
Torneo de Finland, lanzamiento de jabalina, Magnus KIRT, 9958
Torneo de Finland, lanzamiento de jabalina, Oliver HELANDER, 9954
Torneo de Finland, lanzamiento de jabalina, Bernhard SEIFERT, 9941
Torneo de France, lanzamiento de jabalina, Jakub VADLEJCH, 9944
Torneo de France, lanzamiento de jabalina, Anderson PETERS, 9937
Torneo de France, lanzamiento de jabalina, Oliver HELANDER, 9869
Torneo de French Guiana, lanzamiento de jabalina, Julian WEBER, 9896
Torneo de French Guiana, lanzamiento de jabalina, Anderson PETERS, 9868
Torneo de French Guiana, lanzamiento de jabalina, Chao-Tsun CHENG, 9826
Torneo de Gabon, lanzamiento de jabalina, Thomas RÖHLER, 9898
Torneo de Gabon, lanzamiento de jabalina, Kara WINGER, 9851
Torneo de Gabon, lanzamiento de jabalina, Julian WEBER, 9825
Torneo de Gambia, lanzamiento de jabalina, Kara WINGER, 9947
Torneo de Gambia, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9935
Torneo de Gambia, lanzamiento de jabalina, Anderson PETERS, 9931
Torneo de Georgia, lanzamiento de jabalina, Julius YEGO, 9966
Torneo de Georgia, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9927
Torneo de Georgia, lanzamiento de jabalina, Julian WEBER, 9912
Torneo de Germany, lanzamiento de jabalina, Huihui LYU, 9916
Torneo de Germany, lanzamiento de jabalina, Maria ANDREJCZYK, 9891
Torneo de Germany, lanzamiento de jabalina, Arshad NADEEM, 9872
Torneo de Ghana, lanzamiento de jabalina, Kelsey-Lee BARBER, 9950
Torneo de Ghana, lanzamiento de jabalina, Shiying LIU, 9924
Torneo de Ghana, lanzamiento de jabalina, Oliver HELANDER, 9900
Torneo de Greece, lanzamiento de jabalina, Shivpal SINGH, 9967
Torneo de Greece, lanzamiento de jabalina, Lina MUZE, 9921
Torneo de Greece, lanzamiento de jabalina, Eda TUĞSUZ, 9860
Torneo de Grenada, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9960
Torneo de Grenada, lanzamiento de jabalina, Magnus KIRT, 9940
Torneo de Grenada, lanzamiento de jabalina, Martina RATEJ, 9935
Torneo de Guatemala, lanzamiento de jabalina, Marcin KRUKOWSKI, 9939
Torneo de Guatemala, lanzamiento de jabalina, Jakub VADLEJCH, 9859
Torneo de Guatemala, lanzamiento de jabalina, Oliver HELANDER, 9852
Torneo de Guinea, lanzamiento de jabalina, Haruka KITAGUCHI, 9919
Torneo de Guinea, lanzamiento de jabalina, Anderson PETERS, 9864
Torneo de Guinea, lanzamiento de jabalina, Alexie ALAÏS, 9862
Torneo de Guinea-Bissau, lanzamiento de jabalina, Kara WINGER, 9957
Torneo de Guinea-Bissau, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9942
Torneo de Guinea-Bissau, lanzamiento de jabalina, Alexie ALAÏS, 9928
Torneo de Guyana, lanzamiento de jabalina, Dmitriy TARABIN, 9958
Torneo de Guyana, lanzamiento de jabalina, Johannes VETTER, 9908
Torneo de Guyana, lanzamiento de jabalina, Sara KOLAK, 9843
Torneo de Haiti, lanzamiento de jabalina, Arshad NADEEM, 9948
Torneo de Haiti, lanzamiento de jabalina, Ariana INCE, 9942
Torneo de Haiti, lanzamiento de jabalina, Sara KOLAK, 9928
Torneo de Honduras, lanzamiento de jabalina, Haruka KITAGUCHI, 9931
Torneo de Honduras, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9920
Torneo de Honduras, lanzamiento de jabalina, Oliver HELANDER, 9916
Torneo de Hungary, lanzamiento de jabalina, Elizabeth GLEADLE, 9965
Torneo de Hungary, lanzamiento de jabalina, Thomas RÖHLER, 9954
Torneo de Hungary, lanzamiento de jabalina, Ariana INCE, 9949
Torneo de Iceland, lanzamiento de jabalina, Anderson PETERS, 9953
Torneo de Iceland, lanzamiento de jabalina, Kim AMB, 9924
Torneo de Iceland, lanzamiento de jabalina, Kelsey-Lee BARBER, 9895
Torneo de India, lanzamiento de jabalina, Eda TUĞSUZ, 9965
Torneo de India, lanzamiento de jabalina, Kelsey-Lee BARBER, 9943
Torneo de India, lanzamiento de jabalina, Shiying LIU, 9913
Torneo de Indonesia, lanzamiento de jabalina, Elizabeth GLEADLE, 9952
Torneo de Indonesia, lanzamiento de jabalina, Keshorn WALCOTT, 9934
Torneo de Indonesia, lanzamiento de jabalina, Johannes VETTER, 9904
Torneo de Iran, lanzamiento de jabalina, Keshorn WALCOTT, 9913
Torneo de Iran, lanzamiento de jabalina, Maria ANDREJCZYK, 9896
Torneo de Iran, lanzamiento de jabalina, Julian WEBER, 9895
Torneo de Iraq, lanzamiento de jabalina, Elizabeth GLEADLE, 9965
Torneo de Iraq, lanzamiento de jabalina, Christin HUSSONG, 9962
Torneo de Iraq, lanzamiento de jabalina, Marcin KRUKOWSKI, 9903
Torneo de Ireland, lanzamiento de jabalina, Thomas RÖHLER, 9917
Torneo de Ireland, lanzamiento de jabalina, Haruka KITAGUCHI, 9902
Torneo de Ireland, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9877
Torneo de Israel, lanzamiento de jabalina, Thomas RÖHLER, 9938
Torneo de Israel, lanzamiento de jabalina, Ariana INCE, 9914
Torneo de Israel, lanzamiento de jabalina, Johannes VETTER, 9884
Torneo de Italy, lanzamiento de jabalina, Annika Marie FUCHS, 9967
Torneo de Italy, lanzamiento de jabalina, Martina RATEJ, 9945
Torneo de Italy, lanzamiento de jabalina, Christin HUSSONG, 9896
Torneo de Ivory Coast, lanzamiento de jabalina, Andreas HOFMANN, 9946
Torneo de Ivory Coast, lanzamiento de jabalina, Ariana INCE, 9905
Torneo de Ivory Coast, lanzamiento de jabalina, Arshad NADEEM, 9857
Torneo de Jamaica, lanzamiento de jabalina, Jakub VADLEJCH, 9935
Torneo de Jamaica, lanzamiento de jabalina, Eda TUĞSUZ, 9881
Torneo de Jamaica, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9838
Torneo de Japan, lanzamiento de jabalina, Arshad NADEEM, 9968
Torneo de Japan, lanzamiento de jabalina, Kim AMB, 9959
Torneo de Japan, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9957
Torneo de Jordan, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9966
Torneo de Jordan, lanzamiento de jabalina, Julius YEGO, 9941
Torneo de Jordan, lanzamiento de jabalina, Oliver HELANDER, 9903
Torneo de Kazakhstan, lanzamiento de jabalina, Magnus KIRT, 9922
Torneo de Kazakhstan, lanzamiento de jabalina, Oliver HELANDER, 9911
Torneo de Kazakhstan, lanzamiento de jabalina, Huihui LYU, 9877
Torneo de Kenya, lanzamiento de jabalina, Kara WINGER, 9893
Torneo de Kenya, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9888
Torneo de Kenya, lanzamiento de jabalina, Marcin KRUKOWSKI, 9875
Torneo de Kiribati, lanzamiento de jabalina, Alexie ALAÏS, 9925
Torneo de Kiribati, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9915
Torneo de Kiribati, lanzamiento de jabalina, Kelsey-Lee BARBER, 9911
Torneo de Kosovo, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9916
Torneo de Kosovo, lanzamiento de jabalina, Shivpal SINGH, 9824
Torneo de Kosovo, lanzamiento de jabalina, Shiying LIU, 9791
Torneo de Kuwait, lanzamiento de jabalina, Ariana INCE, 9967
Torneo de Kuwait, lanzamiento de jabalina, Marcin KRUKOWSKI, 9922
Torneo de Kuwait, lanzamiento de jabalina, Dmitriy TARABIN, 9893
Torneo de Kyrgyzstan, lanzamiento de jabalina, Lina MUZE, 9950
Torneo de Kyrgyzstan, lanzamiento de jabalina, Huihui LYU, 9934
Torneo de Kyrgyzstan, lanzamiento de jabalina, Christin HUSSONG, 9926
Torneo de Laos, lanzamiento de jabalina, Julius YEGO, 9949
Torneo de Laos, lanzamiento de jabalina, Julian WEBER, 9865
Torneo de Laos, lanzamiento de jabalina, Arshad NADEEM, 9839
Torneo de Latvia, lanzamiento de jabalina, Dmitriy TARABIN, 9951
Torneo de Latvia, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9940
Torneo de Latvia, lanzamiento de jabalina, Shiying LIU, 9878
Torneo de Lebanon, lanzamiento de jabalina, Arshad NADEEM, 9960
Torneo de Lebanon, lanzamiento de jabalina, Johannes VETTER, 9951
Torneo de Lebanon, lanzamiento de jabalina, Shiying LIU, 9896
Torneo de Lesotho, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9946
Torneo de Lesotho, lanzamiento de jabalina, Andreas HOFMANN, 9924
Torneo de Lesotho, lanzamiento de jabalina, Christin HUSSONG, 9891
Torneo de Liberia, lanzamiento de jabalina, Johannes VETTER, 9966
Torneo de Liberia, lanzamiento de jabalina, Huihui LYU, 9959
Torneo de Liberia, lanzamiento de jabalina, Thomas RÖHLER, 9950
Torneo de Libya, lanzamiento de jabalina, Lina MUZE, 9936
Torneo de Libya, lanzamiento de jabalina, Dmitriy TARABIN, 9896
Torneo de Libya, lanzamiento de jabalina, Eda TUĞSUZ, 9891
Torneo de Liechtenstein, lanzamiento de jabalina, Anderson PETERS, 9966
Torneo de Liechtenstein, lanzamiento de jabalina, Bernhard SEIFERT, 9933
Torneo de Liechtenstein, lanzamiento de jabalina, Kara WINGER, 9891
Torneo de Lithuania, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9955
Torneo de Lithuania, lanzamiento de jabalina, Eda TUĞSUZ, 9951
Torneo de Lithuania, lanzamiento de jabalina, Shiying LIU, 9933
Torneo de Luxembourg, lanzamiento de jabalina, Elizabeth GLEADLE, 9909
Torneo de Luxembourg, lanzamiento de jabalina, Yekaterina STARYGINA, 9902
Torneo de Luxembourg, lanzamiento de jabalina, Maria ANDREJCZYK, 9896
Torneo de Macedonia, lanzamiento de jabalina, Andreas HOFMANN, 9925
Torneo de Macedonia, lanzamiento de jabalina, Dmitriy TARABIN, 9923
Torneo de Macedonia, lanzamiento de jabalina, Arshad NADEEM, 9919
Torneo de Madagascar, lanzamiento de jabalina, Arshad NADEEM, 9963
Torneo de Madagascar, lanzamiento de jabalina, Huihui LYU, 9938
Torneo de Madagascar, lanzamiento de jabalina, Bernhard SEIFERT, 9920
Torneo de Malawi, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9950
Torneo de Malawi, lanzamiento de jabalina, Eda TUĞSUZ, 9948
Torneo de Malawi, lanzamiento de jabalina, Yekaterina STARYGINA, 9918
Torneo de Malaysia, lanzamiento de jabalina, Andreas HOFMANN, 9946
Torneo de Malaysia, lanzamiento de jabalina, Chao-Tsun CHENG, 9870
Torneo de Malaysia, lanzamiento de jabalina, Dmitriy TARABIN, 9851
Torneo de Maldives, lanzamiento de jabalina, Johannes VETTER, 9967
Torneo de Maldives, lanzamiento de jabalina, Haruka KITAGUCHI, 9936
Torneo de Maldives, lanzamiento de jabalina, Shiying LIU, 9936
Torneo de Mali, lanzamiento de jabalina, Julian WEBER, 9921
Torneo de Mali, lanzamiento de jabalina, Dmitriy TARABIN, 9914
Torneo de Mali, lanzamiento de jabalina, Johannes VETTER, 9913
Torneo de Malta, lanzamiento de jabalina, Maria ANDREJCZYK, 9958
Torneo de Malta, lanzamiento de jabalina, Marcin KRUKOWSKI, 9954
Torneo de Malta, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9842
Torneo de Marshall Islands, lanzamiento de jabalina, Keshorn WALCOTT, 9959
Torneo de Marshall Islands, lanzamiento de jabalina, Antti RUUSKANEN, 9941
Torneo de Marshall Islands, lanzamiento de jabalina, Kim AMB, 9926
Torneo de Mauritania, lanzamiento de jabalina, Thomas RÖHLER, 9937
Torneo de Mauritania, lanzamiento de jabalina, Eda TUĞSUZ, 9914
Torneo de Mauritania, lanzamiento de jabalina, Kara WINGER, 9862
Torneo de Mauritius, lanzamiento de jabalina, Kelsey-Lee BARBER, 9940
Torneo de Mauritius, lanzamiento de jabalina, Kim AMB, 9938
Torneo de Mauritius, lanzamiento de jabalina, Julian WEBER, 9930
Torneo de Mexico, lanzamiento de jabalina, Kelsey-Lee BARBER, 9963
Torneo de Mexico, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9927
Torneo de Mexico, lanzamiento de jabalina, Sara KOLAK, 9900
Torneo de Micronesia, lanzamiento de jabalina, Ariana INCE, 9935
Torneo de Micronesia, lanzamiento de jabalina, Dmitriy TARABIN, 9934
Torneo de Micronesia, lanzamiento de jabalina, Anderson PETERS, 9921
Torneo de Moldova, lanzamiento de jabalina, Jakub VADLEJCH, 9951
Torneo de Moldova, lanzamiento de jabalina, Christin HUSSONG, 9918
Torneo de Moldova, lanzamiento de jabalina, Arshad NADEEM, 9903
Torneo de Monaco, lanzamiento de jabalina, Andreas HOFMANN, 9937
Torneo de Monaco, lanzamiento de jabalina, Kim AMB, 9924
Torneo de Monaco, lanzamiento de jabalina, Keshorn WALCOTT, 9912
Torneo de Mongolia, lanzamiento de jabalina, Christin HUSSONG, 9950
Torneo de Mongolia, lanzamiento de jabalina, Alexie ALAÏS, 9948
Torneo de Mongolia, lanzamiento de jabalina, Keshorn WALCOTT, 9923
Torneo de Montenegro, lanzamiento de jabalina, Shivpal SINGH, 9946
Torneo de Montenegro, lanzamiento de jabalina, Anderson PETERS, 9943
Torneo de Montenegro, lanzamiento de jabalina, Bernhard SEIFERT, 9926
Torneo de Morocco, lanzamiento de jabalina, Shivpal SINGH, 9960
Torneo de Morocco, lanzamiento de jabalina, Sara KOLAK, 9940
Torneo de Morocco, lanzamiento de jabalina, Yekaterina STARYGINA, 9893
Torneo de Mozambique, lanzamiento de jabalina, Maria ANDREJCZYK, 9932
Torneo de Mozambique, lanzamiento de jabalina, Martina RATEJ, 9921
Torneo de Mozambique, lanzamiento de jabalina, Lina MUZE, 9906
Torneo de Myanmar, lanzamiento de jabalina, Arshad NADEEM, 9918
Torneo de Myanmar, lanzamiento de jabalina, Barbora ŠPOTÁKOVÁ, 9894
Torneo de Myanmar, lanzamiento de jabalina, Maria ANDREJCZYK, 9889
Torneo de Namibia, lanzamiento de jabalina, Marcin KRUKOWSKI, 9953
Torneo de Namibia, lanzamiento de jabalina, Keshorn WALCOTT, 9930
Torneo de Namibia, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9915
Torneo de Nauru, lanzamiento de jabalina, Annika Marie FUCHS, 9966
Torneo de Nauru, lanzamiento de jabalina, Anderson PETERS, 9947
Torneo de Nauru, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9901
Torneo de Nepal, lanzamiento de jabalina, Anderson PETERS, 9959
Torneo de Nepal, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9941
Torneo de Nepal, lanzamiento de jabalina, Arshad NADEEM, 9918
Torneo de Netherlands, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9962
Torneo de Netherlands, lanzamiento de jabalina, Kara WINGER, 9938
Torneo de Netherlands, lanzamiento de jabalina, Arshad NADEEM, 9913
Torneo de New Zealand, lanzamiento de jabalina, Marcin KRUKOWSKI, 9968
Torneo de New Zealand, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9959
Torneo de New Zealand, lanzamiento de jabalina, Elizabeth GLEADLE, 9956
Torneo de Nicaragua, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9956
Torneo de Nicaragua, lanzamiento de jabalina, Andreas HOFMANN, 9953
Torneo de Nicaragua, lanzamiento de jabalina, Shivpal SINGH, 9882
Torneo de Niger, lanzamiento de jabalina, Antti RUUSKANEN, 9966
Torneo de Niger, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9907
Torneo de Niger, lanzamiento de jabalina, Eda TUĞSUZ, 9890
Torneo de Nigeria, lanzamiento de jabalina, Antti RUUSKANEN, 9906
Torneo de Nigeria, lanzamiento de jabalina, Tatsiana KHALADOVICH, 9895
Torneo de Nigeria, lanzamiento de jabalina, Keshorn WALCOTT, 9853
Torneo de North Korea, lanzamiento de jabalina, Kara WINGER, 9916
Torneo de North Korea, lanzamiento de jabalina, Christin HUSSONG, 9887
Torneo de North Korea, lanzamiento de jabalina, Lina MUZE, 9881
Torneo de Northern Ireland, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9964
Torneo de Northern Ireland, lanzamiento de jabalina, Thomas RÖHLER, 9948
Torneo de Northern Ireland, lanzamiento de jabalina, Shiying LIU, 9940
Torneo de Norway, lanzamiento de jabalina, Julius YEGO, 9935
Torneo de Norway, lanzamiento de jabalina, Annika Marie FUCHS, 9914
Torneo de Norway, lanzamiento de jabalina, Martina RATEJ, 9907
Torneo de Oman, lanzamiento de jabalina, Julian WEBER, 9968
Torneo de Oman, lanzamiento de jabalina, Lina MUZE, 9933
Torneo de Oman, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9896
Torneo de Pakistan, lanzamiento de jabalina, Lina MUZE, 9943
Torneo de Pakistan, lanzamiento de jabalina, Shiying LIU, 9927
Torneo de Pakistan, lanzamiento de jabalina, Johannes VETTER, 9924
Torneo de Palau, lanzamiento de jabalina, Kim AMB, 9968
Torneo de Palau, lanzamiento de jabalina, Edis MATUSEVIČIUS, 9925
Torneo de Palau, lanzamiento de jabalina, Antti RUUSKANEN, 9893
Torneo de Panama, lanzamiento de jabalina, Yekaterina STARYGINA, 9924
Torneo de Panama, lanzamiento de jabalina, Sara KOLAK, 9880
Torneo de Panama, lanzamiento de jabalina, Andreas HOFMANN, 9880
Torneo de Papua New Guinea, lanzamiento de jabalina, Marcin KRUKOWSKI, 9927
Torneo de Papua New Guinea, lanzamiento de jabalina, Liveta JASIŪNAITĖ, 9873
Torneo de Papua New Guinea, lanzamiento de jabalina, Keshorn WALCOTT, 9870
Torneo de Paraguay, lanzamiento de jabalina, Oliver HELANDER, 9925
Torneo de Paraguay, lanzamiento de jabalina, Haruka KITAGUCHI, 9922
Torneo de Paraguay, lanzamiento de jabalina, Nikola OGRODNÍKOVÁ, 9909
Torneo de Peru, lanzamiento de jabalina, Bernhard SEIFERT, 9952
Torneo de Peru, lanzamiento de jabalina, Magnus KIRT, 9951
Torneo de Peru, lanzamiento de jabalina, Elizabeth GLEADLE, 9937
Torneo de Philippines, lanzamiento de jabalina, Cyprian MRZYGŁÓD, 9956
Torneo de Philippines, lanzamiento de jabalina, Kara WINGER, 9880
Torneo de Philippines, lanzamiento de jabalina, Arshad NADEEM, 9837
Torneo de Poland, lanzamiento de jabalina, Kara WINGER, 9966
Torneo de Poland, lanzamiento de jabalina, Haruka KITAGUCHI, 9947
Torneo de Poland, lanzamiento de jabalina, Oliver HELANDER, 9933
Torneo de Portugal, lanzamiento de jabalina, Bernhard SEIFERT, 9966
Torneo de Portugal, lanzamiento de jabalina, Christin HUSSONG, 9951
Torneo de Portugal, lanzamiento de jabalina, Dmitriy TARABIN, 9945
Torneo de Puerto Rico, lanzamiento de jabalina, Shiying LIU, 9928
Torneo de Puerto Rico, lanzamiento de jabalina, Julius YEGO, 9916
Torneo de Puerto Rico, lanzamiento de jabalina, Oliver HELANDER, 9910
Torneo de Qatar, lanzamiento de jabalina, Bernhard SEIFERT, 9958
Torneo de Qatar, lanzamiento de jabalina, Shiying LIU, 9952
