10, Yohan BLAKE, 86, Jamaica, 1, carrera 100 m, 1, tiempo, 1, Torneo de Afghanistan, 1, Kabul, 1, Afghanistan
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 186, Torneo de Ukraine, 186, Kiev, 186, Ukraine
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 187, Torneo de United Arab Emirates, 187, Abu Dhabi, 187, United Arab Emirates
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 188, Torneo de United Kingdom, 188, London, 188, United Kingdom
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 189, Torneo de United States, 189, Washington D.C., 189, United States
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 190, Torneo de Uruguay, 190, Montevideo, 190, Uruguay
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 191, Torneo de Uzbekistan, 191, Tashkent, 191, Uzbekistan
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 192, Torneo de Vanuatu, 192, Port Vila, 192, Vanuatu
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 193, Torneo de Vatican City, 193, Vatican City, 193, Vatican City
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 194, Torneo de Venezuela, 194, Caracas, 194, Venezuela
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 195, Torneo de Vietnam, 195, Hanoi, 195, Vietnam
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 196, Torneo de Wales, 196, Cardiff, 196, Wales
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 197, Torneo de Yemen, 197, Sanaa, 197, Yemen
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 198, Torneo de Zambia, 198, Lusaka, 198, Zambia
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 199, Torneo de Zimbabwe, 199, Harare, 199, Zimbabwe
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 200, Torneo de Puerto Rico, 200, San Juan, 200, Puerto Rico
30, Carina HORN, 164, South Africa, 1, carrera 100 m, 1, tiempo, 201, Torneo de Virgin Islands (British), 201, Road Town, 201, Virgin Islands (British)
